,Year,Site country,Location,Latitude,Longitude,Soil information recorded in the paper,pH (surface layer),Crop,Sowing year,Harvest year,Yield of CT,Yield of NT,Sowing month,Harvesting month,P,E,PB,Tave,Tmax,Tmin,ST
1814,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,maize,1991,1991,4100.0,4700.0,5,10,443.3,541.454,-98.154,20.7,29.91107,6.77148,Loam
1815,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,maize,1991,1991,5500.0,6600.0,5,10,443.3,541.454,-98.154,20.7,29.91107,6.77148,Loam
1816,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,maize,1993,1993,5200.0,5300.0,5,10,495.9999924,494.7600673,1.24,18.60000022,29.74277423,3.487550305,Loam
1817,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,maize,1993,1993,5500.0,5200.0,5,10,496.0,494.76,1.24,18.6,29.74277,3.48755,Loam
1818,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,maize,1993,1993,4900.0,4500.0,5,10,496.0,494.76,1.24,18.6,29.74277,3.48755,Loam
1819,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,maize,1994,1994,10800.0,10700.0,5,10,410.0,514.757,-104.757,18.65,28.99088,5.61702,Loam
1820,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,maize,1994,1994,10300.0,10100.0,5,10,410.0,514.757,-104.757,18.65,28.99088,5.61702,Loam
1821,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,maize,1994,1994,10700.0,9800.0,5,10,410.0,514.757,-104.757,18.65,28.99088,5.61702,Loam
1822,1997,Nigeria,Ibadan,7.5,3.9,Oxic Paleustalf, ,maize,1980,1980,2000.0,2400.0,3,7,684.4,441.423,242.977,27.44,33.7616,22.35871,Sandy clay loam
1823,1997,Nigeria,Ibadan,7.5,3.9,Oxic Paleustalf, ,maize,1980,1980,2100.0,2500.0,3,7,684.4,441.423,242.977,27.44,33.7616,22.35871,Sandy clay loam
1824,1997,Nigeria,Ibadan,7.5,3.9,Oxic Paleustalf, ,maize,1984,1984,4600.0,5100.0,3,7,781.2,457.77,323.43,27.38,33.76276,22.5147,Sandy clay loam
1825,1997,Nigeria,Ibadan,7.5,3.9,Oxic Paleustalf, ,maize,1984,1984,2800.0,2500.0,3,7,781.2,457.77,323.43,27.38,33.76276,22.5147,Sandy clay loam
1826,1997,Nigeria,Ibadan,7.5,3.9,Oxic Paleustalf, ,maize,1987,1987,1500.0,1600.0,3,7,677.8,498.142,179.658,28.12,34.2233,23.29779,Sandy clay loam
1827,1997,Nigeria,Ibadan,7.5,3.9,Oxic Paleustalf, ,maize,1987,1987,600.0,500.0,3,7,677.8,498.142,179.658,28.12,34.2233,23.29779,Sandy clay loam
1828,1997,Nigeria,Ibadan (International Institute of Tropical Agriculture),7.5,3.9,Oxic Paleustalf, ,maize,1984,1984,6700.0,8000.0,3,7,781.2,457.77,323.43,27.38,33.76276,22.5147,Sandy clay loam
1829,1997,Nigeria,Ibadan (International Institute of Tropical Agriculture),7.5,3.9,Oxic Paleustalf, ,maize,1984,1984,7300.0,7900.0,3,7,781.2,457.77,323.43,27.38,33.76276,22.5147,Sandy clay loam
1830,1997,Nigeria,Ibadan (International Institute of Tropical Agriculture),7.5,3.9,Oxic Paleustalf, ,maize,1984,1984,7600.0,7000.0,3,7,781.2,457.77,323.43,27.38,33.76276,22.5147,Sandy clay loam
1831,1997,Nigeria,Ibadan (International Institute of Tropical Agriculture),7.5,3.9,Oxic Paleustalf, ,maize,1984,1984,8000.0,6800.0,3,7,781.2,457.77,323.43,27.38,33.76276,22.5147,Sandy clay loam
1832,1997,Nigeria,Ibadan (International Institute of Tropical Agriculture),7.5,3.9,Oxic Paleustalf, ,maize,1984,1984,8300.0,6900.0,3,7,781.2,457.77,323.43,27.38,33.76276,22.5147,Sandy clay loam
1833,1997,Nigeria,Ibadan (International Institute of Tropical Agriculture),7.5,3.9,Oxic Paleustalf, ,maize,1984,1984,7500.0,5800.0,3,7,781.2,457.77,323.43,27.38,33.76276,22.5147,Sandy clay loam
1834,1997,Nigeria,Ibadan (International Institute of Tropical Agriculture),7.5,3.9,Oxic Paleustalf, ,maize,1987,1987,2100.0,3900.0,3,7,677.8,498.142,179.658,28.12,34.2233,23.29779,Sandy clay loam
1835,1997,Nigeria,Ibadan (International Institute of Tropical Agriculture),7.5,3.9,Oxic Paleustalf, ,maize,1987,1987,1800.0,3100.0,3,7,677.8,498.142,179.658,28.12,34.2233,23.29779,Sandy clay loam
1836,1997,Nigeria,Ibadan (International Institute of Tropical Agriculture),7.5,3.9,Oxic Paleustalf, ,maize,1987,1987,2100.0,3200.0,3,7,677.8,498.142,179.658,28.12,34.2233,23.29779,Sandy clay loam
1837,1997,Nigeria,Ibadan (International Institute of Tropical Agriculture),7.5,3.9,Oxic Paleustalf, ,maize,1987,1987,2500.0,3400.0,3,7,677.8,498.142,179.658,28.12,34.2233,23.29779,Sandy clay loam
1838,1997,Nigeria,Ibadan (International Institute of Tropical Agriculture),7.5,3.9,Oxic Paleustalf, ,maize,1987,1987,2400.0,2800.0,3,7,677.8,498.142,179.658,28.12,34.2233,23.29779,Sandy clay loam
1839,1997,Nigeria,Ibadan (International Institute of Tropical Agriculture),7.5,3.9,Oxic Paleustalf, ,maize,1987,1987,2700.0,2900.0,3,7,677.8,498.142,179.658,28.12,34.2233,23.29779,Sandy clay loam
1840,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1988,1988,1800.0,1300.0,5,10,325.7,525.565,-199.865,19.56667,32.37502,1.95984,Loam
1841,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1988,1988,1900.0,1200.0,5,10,325.7,525.565,-199.865,19.56667,32.37502,1.95984,Loam
1842,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1988,1988,2100.0,1000.0,5,10,325.7,525.565,-199.865,19.56667,32.37502,1.95984,Loam
1843,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1989,1989,1000.0,600.0,5,10,497.5,487.732,9.768,18.58333,29.48149,4.6794,Loam
1844,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1989,1989,1300.0,600.0,5,10,497.5,487.732,9.768,18.58333,29.48149,4.6794,Loam
1845,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1989,1989,1500.0,600.0,5,10,497.5,487.732,9.768,18.58333,29.48149,4.6794,Loam
1846,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1990,1990,2000.0,2700.0,5,10,783.6,472.676,310.924,18.26667,27.28989,5.17764,Loam
1847,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1990,1990,2100.0,2800.0,5,10,783.6,472.676,310.924,18.26667,27.28989,5.17764,Loam
1848,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1990,1990,3100.0,3600.0,5,10,783.6,472.676,310.924,18.26667,27.28989,5.17764,Loam
1849,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1990,1990,3100.0,3400.0,5,10,783.6,472.676,310.924,18.26667,27.28989,5.17764,Loam
1850,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1990,1990,2100.0,2100.0,5,10,783.6,472.676,310.924,18.26667,27.28989,5.17764,Loam
1851,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1990,1990,2200.0,2200.0,5,10,783.6,472.676,310.924,18.26667,27.28989,5.17764,Loam
1852,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1991,1991,2300.0,2700.0,5,10,443.3,541.454,-98.154,20.7,29.91107,6.77148,Loam
1853,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1991,1991,2700.0,2900.0,5,10,443.3,541.454,-98.154,20.7,29.91107,6.77148,Loam
1854,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1991,1991,2800.0,3000.0,5,10,443.3,541.454,-98.154,20.7,29.91107,6.77148,Loam
1855,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1991,1991,2800.0,2800.0,5,10,443.3,541.454,-98.154,20.7,29.91107,6.77148,Loam
1856,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1991,1991,2900.0,2900.0,5,10,443.3,541.454,-98.154,20.7,29.91107,6.77148,Loam
1857,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1991,1991,3100.0,2700.0,5,10,443.3,541.454,-98.154,20.7,29.91107,6.77148,Loam
1858,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1993,1993,2600.0,2400.0,5,10,496.0,494.76,1.24,18.6,29.74277,3.48755,Loam
1859,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1993,1993,2700.0,2400.0,5,10,496.0,494.76,1.24,18.6,29.74277,3.48755,Loam
1860,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1993,1993,3100.0,2600.0,5,10,496.0,494.76,1.24,18.6,29.74277,3.48755,Loam
1861,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1994,1994,4700.0,4400.0,5,10,410.0,514.757,-104.757,18.65,28.99088,5.61702,Loam
1862,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1994,1994,4700.0,3900.0,5,10,410.0,514.757,-104.757,18.65,28.99088,5.61702,Loam
1863,1996,USA,"Ohio, Hoytville",41.22,-83.77, Hoytville series, ,soybean,1994,1994,5100.0,2500.0,5,10,410.0,514.757,-104.757,18.65,28.99088,5.61702,Loam
1864,2000,USA,"Ohio, South Charleston",39.75,-83.6,silt loam, ,maize,1988,1988,9100.0,9300.0,5,10,465.2,533.244,-68.044,19.05,31.93325,2.16649,Loam
1865,2000,USA,"Ohio, South Charleston",39.75,-83.6,silt loam, ,maize,1989,1989,8800.0,6200.0,5,10,591.0,486.557,104.443,18.41667,28.88535,4.94658,Loam
1866,2000,USA,"Ohio, South Charleston",39.75,-83.6,silt loam, ,maize,1990,1990,7500.0,6600.0,5,10,805.3,478.255,327.045,18.43333,28.05409,5.55813,Loam
1867,2000,USA,"Ohio, South Charleston",39.75,-83.6,silt loam, ,maize,1991,1991,7100.0,6300.0,5,10,376.5000038,536.6473087,-160.147,20.3166666,30.48089009,6.797803325,Loam
1868,2000,USA,"Ohio, South Charleston",39.75,-83.6,silt loam, ,maize,1993,1993,8000.0,6700.0,5,10,481.7,502.769,-21.069,19.0,30.09698,4.24529,Loam
1869,2000,USA,"Ohio, Wooster",45.87,-81.92,silt loam, ,maize,1988,1988,5800.0,3600.0,5,10,331.0000057,561.1461641,-230.146,12.95000029,25.99292977,2.944015749,Loam
1870,2000,USA,"Ohio, Wooster",45.87,-81.92,silt loam, ,maize,1989,1989,4000.0,5300.0,5,10,201.5,526.173,-324.673,13.23333,26.2691,4.42474,Loam
1871,2000,USA,"Ohio, Wooster",45.87,-81.92,silt loam, ,maize,1990,1990,6500.0,3000.0,5,10,411.7,497.36,-85.66,12.1,23.0099,4.34895,Loam
1872,2000,USA,"Ohio, Wooster",45.87,-81.92,silt loam, ,maize,1991,1991,2500.0,5600.0,5,10,358.5,556.362,-197.862,13.6,24.71169,5.31306,Loam
1873,2000,USA,"Ohio, Wooster",45.87,-81.92,silt loam, ,maize,1993,1993,7800.0,9300.0,5,10,422.6,501.535,-78.935,12.43333,23.78939,2.99278,Loam
1874,2000,USA,"Ohio, Wooster",45.87,-81.92,silt loam, ,maize,1994,1994,10800.0,11900.0,5,10,363.7,499.776,-136.076,14.08333,21.71787,5.08644,Loam
1875,2000,USA,"Ohio, Wooster",45.87,-81.92,silt loam, ,maize,1995,1995,5700.0,6100.0,5,10,434.9,519.69,-84.79,14.06667,23.69089,4.94015,Loam
1876,2000,USA,"Ohio, Wooster",45.87,-81.92,silt loam, ,maize,1996,1996,6100.0,6200.0,5,10,454.9,491.747,-36.847,13.23333,22.01139,2.56994,Loam
1877,2000,USA,"Ohio, Wooster",45.87,-81.92,silt loam, ,maize,1997,1997,5100.0,5500.0,5,10,311.1,505.095,-193.995,12.9,21.61279,2.85842,Loam
1878,2000,USA,"Ohio, Wooster",45.87,-81.92,silt loam, ,maize,1998,1998,6300.0,9000.0,5,10,288.6,551.639,-263.039,14.68333,23.49619,5.37768,Loam
1879,1989,USA,"Ohio, Hoytville",41.22,-83.77, Mollic Ochraqualfs, ,maize,1982,1982,9534.0,10287.0,5,10,430.3,494.133,-63.833,19.43333,28.6942,6.09839,Loam
1880,1989,USA,"Ohio, Hoytville",41.22,-83.77, Mollic Ochraqualfs, ,maize,1983,1983,6545.0,6102.0,5,10,480.8,508.945,-28.145,19.7,30.69705,6.48635,Loam
1881,1989,USA,"Ohio, Hoytville",41.22,-83.77, Mollic Ochraqualfs, ,maize,1987,1987,6815.0,6218.0,5,10,549.5,522.775,26.725,19.71667,29.66955,1.7055,Loam
1882,1989,USA,"Ohio, Hoytville",41.22,-83.77, Mollic Ochraqualfs, ,soybean,1980,1980,3343.0,2473.0,5,10,524.4,509.634,14.766,19.48333,28.9121,4.39624,Loam
1883,1989,USA,"Ohio, Hoytville",41.22,-83.77, Mollic Ochraqualfs, ,soybean,1981,1981,2029.0,1797.0,5,10,645.8,472.593,173.207,17.81667,28.00059,3.78065,Loam
1884,1989,USA,"Ohio, Hoytville",41.22,-83.77, Mollic Ochraqualfs, ,soybean,1987,1987,2473.0,2357.0,5,10,549.5,522.775,26.725,19.71667,29.66955,1.7055,Loam
1885,2001,Spain,"Catalonia, El Canos",41.17,0.83, Lithic Xeric Torriorthent, ,barley.spring,1995,1995,1034.0,1150.0,4,8,107.6,432.569,-324.969,22.16,31.96318,9.08376,Loam
1886,2001,Spain,"Catalonia, El Canos",41.17,0.83, Lithic Xeric Torriorthent, ,barley.spring,1997,1997,2211.0,2821.0,4,8,225.0,433.365,-208.365,22.08,31.12035,10.95237,Loam
1887,2001,Spain,"Catalonia, El Canos",41.17,0.83, Lithic Xeric Torriorthent, ,barley.spring,1995,1995,1701.0,1703.0,4,8,107.6,432.569,-324.969,22.16,31.96318,9.08376,Loam
1888,2001,Spain,"Catalonia, El Canos",41.17,0.83, Lithic Xeric Torriorthent, ,barley.winter,1993,1994,2561.0,3072.0,12,6,124.2,434.68,-310.48,19.52857,29.1862,6.46199,Loam
1889,2001,Spain,"Catalonia, El Canos",41.17,0.83, Lithic Xeric Torriorthent, ,barley.winter,1995,1996,2925.0,2386.0,12,6,354.6,430.182,-75.582,18.5,28.99289,5.62363,Loam
1890,2001,Spain,"Catalonia, El Canos",41.17,0.83, Lithic Xeric Torriorthent, ,barley.winter,1995,1996,4152.0,4522.0,12,6,354.6,430.182,-75.582,18.5,28.99289,5.62363,Loam
1891,2019,Belgium,Bottelare,50.96,3.75,,6.4,maize,2007,2007,19724.0,14345.0,4,10,451.2,394.576,56.624,14.41429,21.57546,7.03612,Loam
1892,2019,Belgium,Bottelare,50.96,3.75,,6.4,maize,2008,2008,17862.0,15724.0,4,10,442.1,389.641,52.459,14.05714,22.64814,4.93024,Loam
1893,2019,Belgium,Bottelare,50.96,3.75,,6.4,maize,2009,2009,15310.0,10827.0,4,10,395.6,410.027,-14.427,14.91429,25.15449,7.44097,Loam
1894,2019,Belgium,Bottelare,50.96,3.75,,6.4,maize,2010,2010,17035.0,14000.0,4,10,505.2,402.331,102.869,13.95714,25.63255,4.55366,Loam
1895,2019,Belgium,Bottelare,50.96,3.75,,6.4,maize,2011,2011,18000.0,13862.0,4,10,396.5,402.597,-6.097,14.97143,22.05579,8.05933,Loam
1896,2019,Belgium,Bottelare,50.96,3.75,,6.4,maize,2012,2012,17448.0,5586.0,4,10,569.6,395.69,173.91,13.97143,24.65389,4.65975,Loam
1897,2019,Belgium,Bottelare,50.96,3.75,,6.4,maize,2013,2013,21448.0,13241.0,4,10,470.0,392.08,77.92,14.2,25.22462,4.67208,Loam
1898,2019,Belgium,Bottelare,50.96,3.75,,6.4,maize,2014,2014,16000.0,11379.0,4,10,575.1,397.018,178.082,14.98571,23.71685,7.31197,Loam
1899,2019,Belgium,Bottelare,50.96,3.75,,6.4,maize,2015,2015,21310.0,20207.0,4,10,384.5,405.906,-21.406,14.14286,24.6333,4.59678,Loam
1900,2018,China,"Dongping, Shandong Province",35.89,116.36,Irrigated fluvo-auic soil,,wheat.winter,2015,2016,9185.1,9616.4,9,6,604.6,614.533,-9.933,15.6,30.20664,-5.99997,Loam
1901,2018,China,"Dongping, Shandong Province",35.89,116.36,Irrigated fluvo-auic soil,,wheat.winter,2015,2016,9212.7,10265.9,9,6,604.6,614.533,-9.933,15.6,30.20664,-5.99997,Loam
1902,2018,China,"Dongping, Shandong Province",35.89,116.36,Irrigated fluvo-auic soil,,wheat.winter,2015,2016,10202.0,10995.0,9,6,604.6,614.533,-9.933,15.6,30.20664,-5.99997,Loam
1903,2018,China,"Dongping, Shandong Province",35.89,116.36,Irrigated fluvo-auic soil,,wheat.winter,2016,2017,8641.0,7463.8,9,6,525.9,632.503,-106.603,16.42,30.08156,-3.05086,Loam
1904,2018,China,"Dongping, Shandong Province",35.89,116.36,Irrigated fluvo-auic soil,,wheat.winter,2016,2017,8639.8,9527.5,9,6,525.9,632.503,-106.603,16.42,30.08156,-3.05086,Loam
1905,2018,China,"Dongping, Shandong Province",35.89,116.36,Irrigated fluvo-auic soil,,wheat.winter,2016,2017,9499.5,10559.5,9,6,525.9,632.503,-106.603,16.42,30.08156,-3.05086,Loam
1906,2003,Australia,"Victoria, Walpeup (Mallee Research Station)",-35.12,141.98,sandy loam, ,wheat.winter,1987,1987,1740.0,1760.0,5,11,217.1,302.641,-85.541,12.9,26.69245,5.21766,Sandy loam
1907,2003,Australia,"Victoria, Walpeup (Mallee Research Station)",-35.12,141.98,sandy loam, ,wheat.winter,1988,1988,2220.0,2170.0,5,11,276.4,302.596,-26.196,13.58571,23.44457,7.46996,Sandy loam
1908,2003,Australia,"Victoria, Walpeup (Mallee Research Station)",-35.12,141.98,sandy loam, ,wheat.winter,1989,1989,2540.0,2510.0,5,11,240.1,301.767,-61.667,12.42857,27.36168,4.98456,Sandy loam
1909,2003,Australia,"Victoria, Walpeup (Mallee Research Station)",-35.12,141.98,sandy loam, ,wheat.winter,1990,1990,2110.0,1890.0,5,11,178.9,319.733,-140.833,13.18571,27.99901,5.96166,Sandy loam
1910,2003,Australia,"Victoria, Walpeup (Mallee Research Station)",-35.12,141.98,sandy loam, ,wheat.winter,1993,1993,3110.0,2580.0,5,11,256.7,317.064,-60.364,13.1,25.37554,6.23339,Sandy loam
1911,2003,Australia,"Victoria, Walpeup (Mallee Research Station)",-35.12,141.98,sandy loam, ,wheat.winter,1994,1994,1140.0,1220.0,5,11,132.2,305.084,-172.884,12.95714,24.36088,4.4506,Sandy loam
1912,2003,Australia,"Victoria, Walpeup (Mallee Research Station)",-35.12,141.98,sandy loam, ,wheat.winter,1995,1995,2640.0,2340.0,5,11,213.4,309.664,-96.264,12.71429,25.45839,6.65177,Sandy loam
1913,2003,Australia,"Victoria, Walpeup (Mallee Research Station)",-35.12,141.98,sandy loam, ,wheat.winter,1996,1996,2240.0,2160.0,5,11,191.5,312.369,-120.869,12.62857,24.04048,7.06797,Sandy loam
1914,2003,Australia,"Victoria, Walpeup (Mallee Research Station)",-35.12,141.98,sandy loam, ,wheat.winter,1997,1997,730.0,770.0,5,11,179.4,305.764,-126.364,12.91429,27.38588,4.61862,Sandy loam
1915,2003,Australia,"Victoria, Walpeup (Mallee Research Station)",-35.12,141.98,sandy loam, ,wheat.winter,1998,1998,1990.0,1450.0,5,11,207.3,306.594,-99.294,12.81429,23.55282,5.60868,Sandy loam
1916,2003,Australia,"Victoria, Walpeup (Mallee Research Station)",-35.12,141.98,sandy loam, ,wheat.winter,1999,1999,1480.0,1400.0,5,11,227.3,316.467,-89.167,13.32857,23.43021,7.04418,Sandy loam
1917,2003,Australia,"Victoria, Walpeup (Mallee Research Station)",-35.12,141.98,sandy loam, ,wheat.winter,2000,2000,3020.0,3040.0,5,11,194.1,301.662,-107.562,12.95714,27.8843,6.1195,Sandy loam
1918,1999,South Africa,Pietermaritzburg,-29.53,30.28,clay loam, ,maize,1987,1988,7994.0,7748.0,11,6,870.6,648.925,221.675,19.25,25.95875,3.59192,Sandy clay loam
1919,1999,South Africa,Pietermaritzburg,-29.53,30.28,clay loam, ,maize,1988,1989,6359.0,6194.0,11,6,733.7,654.896,78.804,18.5125,25.37147,3.9652,Sandy clay loam
1920,1999,South Africa,Pietermaritzburg,-29.53,30.28,clay loam, ,maize,1989,1990,7352.0,7753.0,11,6,796.9,668.749,128.151,18.675,25.39096,3.5754,Sandy clay loam
1921,1999,South Africa,Pietermaritzburg,-29.53,30.28,clay loam,,maize,1990,1991,8513.0,6964.0,11,6,749.6,668.824,80.776,18.9625,26.07631,4.34382,Sandy clay loam
1922,1999,South Africa,Pietermaritzburg,-29.53,30.28,clay loam, ,maize,1992,1993,5637.0,5426.0,11,6,480.3,681.498,-201.198,19.45,26.76873,3.33438,Sandy clay loam
1923,1999,South Africa,Pietermaritzburg,-29.53,30.28,clay loam, ,maize,1993,1994,4142.0,3003.0,11,6,623.3,680.353,-57.053,18.55,25.12132,3.03518,Sandy clay loam
1924,1999,South Africa,Pietermaritzburg,-29.53,30.28,clay loam, ,maize,1994,1995,4038.0,5853.0,11,6,560.0,695.686,-135.686,18.8375,28.19726,3.33722,Sandy clay loam
1925,2018,USA,"Sidnet, Montana",47.77,-104.27,loam,6.1,maize,2005,2005,3060.0,4016.0,5,9,135.0,445.171,-310.171,16.58,30.94391,4.36965,Loam
1926,2018,USA,"Sidnet, Montana",47.77,-104.27,loam,6.1,maize,2006,2006,2934.0,2867.0,5,9,191.3,460.878,-269.578,17.72,34.35523,6.05835,Loam
1927,2018,USA,"Sidnet, Montana",47.77,-104.27,loam,6.1,maize,2007,2007,1486.0,2309.0,5,9,240.4,465.252,-224.852,17.9,33.8734,6.04443,Loam
1928,2018,USA,"Sidnet, Montana",47.77,-104.27,loam,6.1,maize,2008,2008,736.0,1285.0,5,9,148.0,412.828,-264.828,16.66,31.16043,4.51367,Loam
1929,2018,USA,"Sidnet, Montana",47.77,-104.27,loam,6.1,maize,2009,2009,3239.0,4769.0,5,9,209.6,427.573,-217.973,16.38,27.87413,3.00999,Loam
1930,2018,USA,"Sidnet, Montana",47.77,-104.27,loam,6.1,maize,2010,2010,4586.0,4304.0,5,9,351.5,439.794,-88.294,15.82,29.36472,4.0129,Loam
1931,2018,China,Lanzhou,35.65,107.85,sandy loam,,maize,2002,2002,9050.0,9400.0,3,7,331.2,430.361,-99.161,16.76,28.86081,3.28446,Loam
1932,2018,China,Lanzhou,35.65,107.85,sandy loam,,maize,2004,2004,7470.0,6660.0,3,7,213.1,415.56,-202.46,17.24,28.30306,3.01697,Loam
1933,2018,China,Lanzhou,35.65,107.85,sandy loam,,maize,2006,2006,3920.0,3510.0,3,7,337.8,450.882,-113.082,17.22,28.89948,2.38381,Loam
1934,2018,China,Lanzhou,35.65,107.85,sandy loam,,maize,2002,2002,9270.0,9250.0,3,7,331.2,430.361,-99.161,16.76,28.86081,3.28446,Loam
1935,2018,China,Lanzhou,35.65,107.85,sandy loam,,maize,2004,2004,8670.0,7730.0,3,7,213.1,415.56,-202.46,17.24,28.30306,3.01697,Loam
1936,2018,China,Lanzhou,35.65,107.85,sandy loam,,maize,2006,2006,4410.0,3970.0,3,7,337.8,450.882,-113.082,17.22,28.89948,2.38381,Loam
1937,2018,China,Lanzhou,35.65,107.85,sandy loam,,soybean,2001,2001,1990.0,1730.0,3,8,320.8,489.299,-168.499,17.8,29.09027,2.10085,Loam
1938,2018,China,Lanzhou,35.65,107.85,sandy loam,,soybean,2003,2003,1010.0,780.0,3,8,546.2,479.811,66.389,16.71667,28.3571,1.87061,Loam
1939,2018,China,Lanzhou,35.65,107.85,sandy loam,,soybean,2005,2005,1170.0,1250.0,3,8,408.3,486.98,-78.679,17.96667,29.6094,1.26928,Loam
1940,2018,China,Lanzhou,35.65,107.85,sandy loam,,soybean,2007,2007,970.0,1070.0,3,8,382.9,501.467,-118.567,17.61667,27.68238,2.36357,Loam
1941,2018,China,Lanzhou,35.65,107.85,sandy loam,,soybean,2001,2001,2010.0,2110.0,3,8,320.8,489.299,-168.499,17.8,29.09027,2.10085,Loam
1942,2018,China,Lanzhou,35.65,107.85,sandy loam,,soybean,2003,2003,1240.0,1180.0,3,8,546.2,479.811,66.389,16.71667,28.3571,1.87061,Loam
1943,2018,China,Lanzhou,35.65,107.85,sandy loam,,soybean,2005,2005,2070.0,1500.0,3,8,408.3,486.98,-78.679,17.96667,29.6094,1.26928,Loam
1944,2018,China,Lanzhou,35.65,107.85,sandy loam,,soybean,2007,2007,1400.0,1790.0,3,8,382.9,501.467,-118.567,17.61667,27.68238,2.36357,Loam
1945,2018,China,Lanzhou,35.65,107.85,sandy loam,,wheat.winter,2002,2003,3360.0,3330.0,9,6,500.7,561.351,-60.651,11.35,28.3571,-5.82251,Loam
1946,2018,China,Lanzhou,35.65,107.85,sandy loam,,wheat.winter,2006,2007,3860.0,2910.0,9,6,404.3,564.901,-160.601,11.98,27.01016,-5.64472,Loam
1947,2018,China,Lanzhou,35.65,107.85,sandy loam,,wheat.winter,2002,2003,2900.0,3070.0,9,6,500.7,561.351,-60.651,11.35,28.3571,-5.82251,Loam
1948,2018,China,Lanzhou,35.65,107.85,sandy loam,,wheat.winter,2006,2007,4090.0,3730.0,9,6,404.3,564.901,-160.601,11.98,27.01016,-5.64472,Loam
1949,2011,China,"Henan Province, Henan University",33.58,112.98,loam, ,wheat.winter,2004,2005,5245.0,5291.0,9,6,737.3,651.241,86.059,15.04,32.61318,-3.45115,Clay loam
1950,2005,USA,"Iowa, Ames (Marsden Iowa State University research farm)",42.02,-93.78,loam and silty clay loam, ,maize,2001,2001,12100.0,11500.0,5,10,601.3,536.967,64.333,18.46667,30.39688,4.97461,Loam
1951,2005,USA,"Iowa, Ames (Marsden Iowa State University research farm)",42.02,-93.78,loam and silty clay loam, ,maize,2002,2002,14800.0,14100.0,5,10,661.8,547.844,113.956,18.46667,31.42917,3.25536,Loam
1952,2005,USA,"Iowa, Nashua (Northeast Research and Demonstration Farm)",42.94,-92.57,loam, ,maize,2001,2001,13800.0,13500.0,5,10,596.2,511.465,84.735,18.23333,29.03451,3.64107,Loam
1953,2005,USA,"Iowa, Nashua (Northeast Research and Demonstration Farm)",42.94,-92.57,loam, ,maize,2002,2002,13100.0,14900.0,5,10,527.2,517.26,9.94,18.26667,29.90518,2.11911,Loam
1954,2000,USA,"Minnesota, Rosemount",44.73,-93.12,silt loam,6,maize,1982,1982,9541.0,10159.0,5,10,557.2,463.262,93.938,16.46667,29.70962,4.91865,Loam
1955,2000,USA,"Minnesota, Rosemount",44.73,-93.12,silt loam,6,maize,1982,1982,9720.0,9549.0,5,10,557.2,463.262,93.938,16.46667,29.70962,4.91865,Loam
1956,2000,USA,"Minnesota, Rosemount",44.73,-93.12,silt loam,6,maize,1983,1983,8535.0,8331.0,5,10,646.2,497.767,148.433,17.16667,30.8548,4.05981,Loam
1957,2000,USA,"Minnesota, Rosemount",44.73,-93.12,silt loam,6,maize,1983,1983,6639.0,5598.0,5,10,646.2,497.767,148.433,17.16667,30.8548,4.05981,Loam
